Id,source,issue,ETD_sent,manual_ETD,y_ETD,PS_sent,manual_PS,y_PS
3769,angular,"hey new here! was wondering, what is the deal/tips/advice for this so called ""angular\'s zone"" :O  specifically when we update a variable and the changes don\'t get updated automatically on the page (an example of using the ChangeDefectorRef as a workaround  )",,,0,T1: specifically when we update a variable and the changes don\'t get updated automatically on the page,PS_NEG_AUX_VERB,1
3808,angular,"Angular 5 simple http.request getting this error message ""You provided an invalid object where a stream was expected. You can provide an Observable, Promise, Array, or Iterable."" the request not even sent to server some one encounter it?",,,0,"T1: Angular 5 simple http.request getting this error message ""You provided an invalid object where a stream was expected T2: the request not even sent to server","PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_NEG_AUX_VERB",1
3850,angular,"i have to write a unit test for one of my directives and it uses elementRef as a dependency injection in its constructor. when i create the directive in my test environment and I am injecting elementref I am getting this error. ""Property \'nativeElement\' is missing in type \'typeof ElementRef\'."" can anyone tell me how to get the injection working so i can test for it",T1: i have to write a unit test for one of my directives and it uses elementRef as a dependency injection in its constructor,ETD_HAVE_TO,1,"T2: when i create the directive in my test environment and I am injecting elementref I am getting this error. ""Property \'nativeElement\' is missing in type \'typeof ElementRef\'.""","PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,PS_NEG_VERB",1
3869,angular,"So I have an esoteric question. How can I inject ComponentFactoryResolver into my component WITHOUT putting it into the constructor? I've been able to do this with some services I have but when I use the same method for ComponentFactoryResolver, I see a sea of red compiler errors. ok so just out of curiosity, is ComponentFactoryResolver classified as a service?",How can I inject ComponentFactoryResolver into my component WITHOUT putting it into the constructor?,ETD_CAN_QUESTION,1,"T1: but when I use the same method for ComponentFactoryResolver, I see a sea of red compiler errors",PS_VERB_ERROR,1
3913,angular,"I'm migrating an existing project written in Jquery/ Vanilla to Angular, I'm trying to avoid accessing the DOM directly. I'm a beginner in Angular, I have this function: const SetNavigationsArrows = (()=>{  })(); How would be written in Angular the ""right way""? Thank you so much :) I'm using ngx owl carousel and its component is a child component in another component.",T1: I'm trying to avoid accessing the DOM directly,ETD_TRYING_TO,1,,,0
3985,angular,"hi, i have this error any help please ERROR in : 'router-outlet' is not a known element: If 'router-outlet' is an Angular component, then verify that it is part of this module. If 'router-outlet' is a Web Component then add 'CUSTOM_ELEMENTS_SCHEMA' to the '@NgModule.schemas' of this component to suppress this message. (""[ERROR ->]<router-outlet class=""main-content""></router-outlet>"")",,,0,"T1: 'router-outlet' is not a known element: If 'router-outlet' is an Angular component, then verify that it is part of this module","PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE",1
4028,angular,"Hey guys, Has anybody encountered issues with animations when using query while having an async pipe? I have a reproduction on stackblitz, in my oppinion I think the animation should work in all the 5 sections I have in my reproduction here:  Am I doing anything wrong?",T1: I think the animation should work in all the 5 sections I have in my reproduction here,ETD_SHOULD,1,,,0
4082,angular,Is the angular universal starter on the universal docs page still the best example with the latest angular version? I have been going through examples and I see some ssr that are using platformserver with state transfer and the universal starter example doesn't have it. It uses a modulemapper import.,,,0,T1: the universal starter example doesn't have it,PS_NEG_AUX_VERB,1
4171,angular,"Hello, I need some help to handle a refresh token on my application, my question is, how to retry the last request after refresh the token```         (error: any) => {          if (error instanceof HttpErrorResponse && error.status === 401) {            this.attemptToRefreshToken(request);            //          }  ```",T1: I need some help to handle a refresh token on my application,ETD_NEED_TO,1,"my question is, how to retry the last request after refresh the token","PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,",1
4399,angular,"hi  there!! i'm looking for a way to make an app in angular5 and has this to be inserted in another page like <script src=""...""></script> and shows like a chat windows there.. any ideas where to start?",T1: i'm looking for a way to make an app in angular5,ETD_LOOKING_TO,1,,,0
4444,angular,"Can someone please shed some light on why this validation isn\'t working? quantity: {type: Number, min:[1, ""Quantity must be greater than 0.""]} Currently my form is letting me submit if quantity is empty",,,0,why this validation isn\'t working,"PS_NEG_AUX_VERB,PS_NEG_ADV_ADJ,",1
4533,angular,hello - have you ever noticed that propagation of the BehaviourSubject works faster than pushing a new value through Input? - here's an example:  (the console). I had a use case similar to this and ended up with passing a value through another BehaviorSubject to the child instead of passing it through Input,I had a use case similar to this and ended up with passing a value through another BehaviorSubject to the child instead of passing it through Input,ETD_INSTEAD_OF_EXP_BEHAVIOR,1,T1: I had a use case similar to this and ended up with passing a value through another BehaviorSubject to the child instead of passing it through Input,PS_END_UP,1
4542,angular,"Hello! I am having an issue in production (Apache server) Namely, my login form reopens, and ""?"" gets appended to the URL... I managed to get rid of the ""?"" mark by putting some dreictives in .htaccess but still i can see ""?"" is being added when looked in console What is going on here?",,,0,"T1: I am having an issue in production (Apache server) Namely, my login form reopens, and ""?"" gets appended to the URL T2: I managed to get rid of the ""?"" mark by putting some dreictives in .htaccess but still i can see ""?"" is being added when looked in console","PS_PROBLEM,PS_BUT_RB",1
4552,angular,"Is there a way to use if-then-else but with ""as variable"" syntax? For example: <div *ngIf=""(myObs$ | async) as foo; then templ1 else templ2""? The problem is: When I try to use foo inside these <ng-template>s, I cannot because it does not exist there","T1: When I try to use foo inside these <ng-template>s T2: Is there a way to use if-then-else but with ""as variable"" syntax?","ETD_TRYING_TO,ETD_IS_THERE_QUESTION",1,"T1: The problem is: When I try to use foo inside these <ng-template>s, I cannot because it does not exist there","PS_PROBLEM_IS,PS_NEG_AUX_VERB",1
4614,angular,"a question about angular/elements, when loading an element inside an angular application there seems to be an issue with Zonejs trying to load twice. what's the best way to handle that kind of problem?",,,0,T1: when loading an element inside an angular application there seems to be an issue with Zonejs trying to load twice,PS_PROBLEM,1
