,issue,openAI_ETD1,y_ETD,y''_ETD,ACC_AI_ETD
docker,"Hey !I'm having an issue, no internet inside the container :(",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,Hi Team .. anyone can help me how i can upgrade my appium 1.6.3 to 1.6.4? in Mac npm uninstall appiumand thennpm -g install appiumis this fine ?,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,WARN AppiumDoctor ANDROID_HOME is NOT set!i am getting this error can anyone helpHave you set ANDROID_HOME path in bashrc?,"The sentence """""" i am getting this error can anyone helpHave you set ANDROID_HOME path in bashrc? """""" uses <pattern>can anyone help VB</pattern> to indicate that the user is seeking help to ""set ANDROID_HOME path in bashrc"". The answer is YES.",1,0,0
deeplearning4j,"Hey guys, I'm getting 'Process finished with exit code 2' when I run model.fit(dataset). I can't figure out why. I'm running version 0.4-rc3.10 (dl4j and nd4j)- POM is same as dl4j-examples POM. I wasn't having this issue yesterday, and today I've tried running a snapshot of yesterday's working code, and now model.fit(dataset) is returning exit code 2 and not finishing execution.Any ideas? What is exit code 2??",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,anyone know any documents related to docker setup for scaling mongodb here,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
ethereum,Trying out test-net but mining not working and I am not receiving any ether from even though it keeps saying it has. Any help would be appreciated. Thanks.,"The sentence """""" Trying out test-net but mining not working and I am not receiving any ether from even though it keeps saying it has. """""" uses <pattern>Trying to VB</pattern> to describe the user's expectation of ""trying out test-net but mining not working and not receiving any ether"". The answer is YES.",0,0,1
deeplearning4j,"If I'm using NumberedFileInputSplit, is there a way to tell the model to ignore one of the columns in my csv files?","The sentence """""" is there a way to tell the model to ignore one of the columns in my csv files? """""" uses <pattern>is there a way to VB</pattern> to indicate the user's expectation of finding a method or technique to achieve a specific goal. The answer is YES.",0,0,1
nodejs,"What might be the reason for npm run build to not be able to find specific scripts with CICD runuser, but to work fine as root? ljharb: , package.json scripts, e.g.: ""build:android:someapp-test"": ""cross-env BUILD_ENV=someapp-test ionic cordova build android"", then trigger by npm install / npm run build:android:someapp-test running 8.x lts on ubuntu 16.04 docker",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
typescript,"hi all, regarding Typescript's module resolution, is there something similar to ""modulesDirectories"" in webpack? I'm trying to include the ""/app"" directory in my project's root, so that I can import like ""app/actions/my-action""","The sentence """""" I'm trying to include the ""/app"" directory in my project's root, so that I can import like ""app/actions/my-action"" """""" uses <pattern>trying to VB</pattern> to describe the user's expectation of trying to ""include the ""/app"" directory in my project's root"". The answer is YES.",0,0,1
docker,"can anyone help me with this - swarm thinks the node is pending swarm can't find the images on docker hub, even though they exist",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,I have a rust interpreter running on the shell. How do I connect to it to pass the code and also read the output from it?,"The sentence """""" How do I connect to it to pass the code and also read the output from it? """""" uses <pattern>How to VB</pattern> to indicate the user's expectation of knowing how to ""connect to it to pass the code and also read the output from it"". The answer is YES.",0,0,1
nodejs,"hey, someone has experiences with Modem.Js (npm install modem) ? asmewada: thanks, my problem is that i can't received sms on my modem (huawei), but i can send sms :) i've already seen the docs and i don't found a solution :/",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
typescript,I use TypeScript to prototype. It's worth it to me to update the interfaces whenever the API changes. Then the compiler can tell me where the API changes break my code.,"The sentence """""" It's worth it to me to update the interfaces whenever the API changes. """""" uses <pattern>It's worth it to VB</pattern> to indicate that the user finds value in ""updating the interfaces whenever the API changes"". The answer is YES.",0,0,1
docker,"Question: a docker container and its host share the kernel. So what if my host has a certain kernel version, and I want to run a socket image based on a newer kernel? How would that work? /s/socket/docker",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,Hello Is it possible to use multiple environment variable with the same key?npm run test --url=google.com --url=vk.comIt does not work if I use unique keysurl,"The sentence """""" Is it possible to use multiple environment variable with the same key? """""" uses <pattern>Is it possible to VB</pattern> to indicate the user's expectation. The answer is YES.",0,0,1
typescript,"Hey, is there any option to validate type of index? I want to allow only numbers as indexes/keys. Gerrit0: Thanks, I needed to check noImplicitAny option as well to get error. ok","The sentence """""" I want to allow only numbers as indexes/keys. """""" uses <pattern>want to VB</pattern> to indicate the user's desire to ""allow only numbers as indexes/keys"". The answer is YES.",0,0,1
deeplearning4j,"Hello, I'm not understanding how the InMemoryLookupTable and VocabCache I provide to ParagraphVectors Builder (through the lookupTable and vocabCache methods) are being used. Even though I provide a prebuilt lookup table and vocab, the vocabulary is being rebuilt from scratch when I run fit(). I expected the behavior to be the same as when I provide a prebuilt model using the useExistingWordVectors method, which adds the document labels to the existing vocabulary, without rebuilding it. Can someone clarify how lookupTable and vocabCache are used? I can't quite figure it out from the documentation and source code. Thanks.",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,@OrangeBorning Can someone help me? My post request was blocked by the browser and cancelled. There is no problem with https requesting http here. I don't quite understand why it was cancelled.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,"Hey guys. Can you help me with this error..? TypeError: Cannot read property 'write' of nullat Zlib.callback (zlib.js:499:33) I haven't used the zlib module explicitly in the code. I have a Node.js backend, with socket.io websocket and MongoDB database. The server crashes once every 24 hrs and logs this error.",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,"hi folks, what are the best metrics to consider for your container footprint in terms of memory, cpu etc how would you measure it?","The sentence """""" what are the best metrics to consider for your container footprint in terms of memory, cpu etc how would you measure it? """""" uses <pattern>what are the best metrics to consider for</pattern> to indicate the user's expectation to know about the best metrics for container footprint. The answer is YES.",0,0,1
typescript,I am having a heck of a time getting my project to compile. It can't resolve the module 'child_process'. It can resolve the module with intellisense but it just won't compile. This is an electron project that is using Angular2 and Typescript. My tsconfig.json is as follows:,"The sentence """""" I am having a heck of a time getting my project to compile. """""" uses <pattern>trying to VB</pattern> to describe the user's expectation of ""getting my project to compile"". The answer is YES.",1,0,0
nodejs,"Hi! I am having some troubles..I am running one server which listens on port 3333 for a post request and adds to the DB(neo4j).On post 4445 I am running another server which gets about 8000 airports and using ajax-request sending a post request with the airport dits.This is the request code: A few problems.. first the callback runs only when there is an error, and after about 4000 request the I get this error - and on port 3333 this error: any ideas?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,"folks, are you tried webdriver latest months? I can't even reproduce the original manual examples with latest Firefox.","The sentence """""" are you tried webdriver latest months? """""" uses <pattern>are you tried to VB</pattern> to indicate the user's expectation of trying to ""use webdriver in the latest months"". The answer is YES.",1,0,0
deeplearning4j,Hi Should i add the nd4j-jblas to my pom.xml file if I want GPU suport?,"The sentence """""" Should i add the nd4j-jblas to my pom.xml file if I want GPU suport? """""" uses <pattern>Should I VB</pattern> to indicate the user's question about whether to ""add the nd4j-jblas to my pom.xml file if I want GPU support"". The answer is YES.",0,0,1
docker,Hii am trying to start cassandra container and i am having a conf. file on my host system and i have to supply it to the container so that cassandra takes that conf. file.one way is that i mount a volume replace the file inside container and commit the change to container.is there any other way i can do it so that i can override the inside container conf. files,"The sentence """""" i am trying to start cassandra container and i am having a conf. file on my host system and i have to supply it to the container so that cassandra takes that conf. file. """""" uses <pattern>trying to VB</pattern> to describe the user's attempt to ""supply a conf. file to the container"". The answer is YES.",0,0,1
gitter,How to link out out of python to my terminal and im using atom ?,"The sentence """""" How to link out out of python to my terminal and im using atom ? """""" uses <pattern>How to VB</pattern> to indicate the user's expectation of learning ""how to link out of python to my terminal"". The answer is YES.",0,0,1
gitter,"Hi guys, is there a way to install gitter desktop on Fedora? I tried allien on deb package but it not worked",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,"when creating a Dockerfile for an image to run on kubernetes with a volume, do i need to specify volume in the Dockerfile or will kubernetes automatically mount in the volume for me? thanks","The sentence """""" do i need to specify volume in the Dockerfile or will kubernetes automatically mount in the volume for me? """""" uses <pattern>do I need to VB or will</pattern> to indicate the user's uncertainty about whether to specify a volume in the Dockerfile or if Kubernetes will automatically mount it. The answer is YES.",0,0,1
docker,"i have a vps. running docker. started e.g. the wordpress:latest on it. Volumes ./html to the container html dir. The user i used to start the container is not allowed to change files within this dir. Due to the fact it belongs ""www-data"" now.How should i use this exactly? I want to use phpstorm on my local machine to work via sftp on the vps (changing files in the container volume.) i did but still cant edit files in there... and i chmod 775 the whole folder to make sure www-data group is able to write...",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,Hi all I am new to Appium stuff i need some help in Appium installation in mac for IOS please assist me,"The sentence """""" i need some help in Appium installation in mac for IOS """""" uses <pattern>need to VB</pattern> to indicate that the user needs assistance in ""Appium installation in mac for IOS"". The answer is YES.",0,0,1
docker,"hello , I mapped a volume in stack.yml file (marked in red ) . after docker stack delpoy **I can see the some files inside container dir (marked in orange) , but no files in my host machine dir (marked in orange). what am i missing? run a dropbox container as well , and make it share the same volume with your main service","The sentence """""" what am i missing? """""" uses <pattern>what am i missing</pattern> to indicate the user is seeking assistance to identify the issue. The answer is YES.",1,0,0
deeplearning4j,"Hello, I am trying to learn neural network for playing simulation in MCTS instead of random player. Input 15x15(values of desk(0-empty,1-white, 2-black) = 225 and output 225.Unfortunately the time asking neural network for output is longer then 1ms even with only 1 hidden layer. (on CPU, I cannot use GPU, my graphic card is probably too old)Is there way how to increase the speed of testing(not training neural Network)?","The sentence """""" Is there way how to increase the speed of testing(not training neural Network)? """""" uses <pattern>Is there way to VB</pattern> to indicate the user's expectation of finding a solution to ""increase the speed of testing (not training neural Network)"". The answer is YES.",0,0,1
nodejs,"Hi All - Question on internals of http's IncomingMessage data structure. Does anyone know what is the purpose of having httpVersionstring in addition to httpVersionMajor and httpVersionMinor properties on IncomingMessage object? I get that it is just the concatenation of major + '.' + minor, but it is no where used I get that it is accessor for message. httpVersion, but why can't this be converted to a getter that returns the concatenated value on demand rather than allocating memory for the string? approx. 32 bytes for every request",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"Good morning ...is it correct that the ""nOut"" parameter for a ConvLayer is the number of kernels/filters that will be applied to the input an therefore result in the ""depth"" dimension of the resulting volume? The API docs are unfortunately not verbose enough I think ...","The sentence """""" is it correct that the ""nOut"" parameter for a ConvLayer is the number of kernels/filters that will be applied to the input an therefore result in the ""depth"" dimension of the resulting volume? """""" uses <pattern>is it correct that</pattern> to inquire about the correctness of a statement regarding the ""nOut"" parameter for a ConvLayer. The answer is YES.",1,0,0
typescript,Is there any way to debug Typescript easily? without building everything into javascript? i just want to run simple script written in Typescript and be able to debug it,"The sentence """""" i just want to run simple script written in Typescript and be able to debug it """""" uses <pattern>want to VB</pattern> to indicate the user's desire to ""run simple script written in Typescript and be able to debug it"". The answer is YES.",0,0,1
typescript,"Hi, I'm getting an issue where a typeguard for null and typeguard for null or undefined on a generic, doesn't seem to be working as I'd expect when the type has been defined as a generic. But when the type is defined as unknown or a union the typeguards seem to provide different results. Anyone know what I'm doing wrong here?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,"is anyone know why i am getting this when trying to open an app using real device ""ErrorAn unknown server-side error occurred while processing the command. Original error: Sdk '10.2.1' was not in list of simctl sdks"" please advise if someone can help will be appreciated aniket-21: is that question for me/a","The sentence """""" please advise if someone can help will be appreciated """""" uses <pattern>please advise if someone can help</pattern> to indicate the user's expectation for advice or assistance. The answer is YES.",0,0,1
ethereum,"guys, anyone else facing problems with the ethereum wallet not synching/starting? :-(",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,"I am not able to use setValue function in uiautomator2 but only if I use setValue for setting the PIN in the app, it works if I use sendkeys it is not proceeding to next page can somebody help on using uiautomator2","The sentence """""" it works if I use sendkeys it is not proceeding to next page """""" uses <pattern>it is not proceeding to VB</pattern> to indicate the user's issue with using uiautomator2. The answer is YES.",1,0,0
appium,"anyone know for Appium best selector method by speed? AccessbilityIds are ultrafast, as are ID's I haven't tried the others are they just as fast or does everything become like xpath brutally slow?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,"guys, yesterday i was thinking and i think i will change my requirements i intend to have channels where clients subscribe to and then i only broadcast data to those channels clients do not emit stuff how would you do that? it will probably have over 500 users on peak time im not really worried about client the idea can be compared with slack to have like team channels clients are only gonna be receiving .. i was thinking Redis and sockets but im unsure on how to set it up for a high numebr of users",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
deeplearning4j,i've run into a problem with the f1score function which uses labelProbabilities here the last layer in my network is an OutputLayer with softmax and neg log likelihood that line seems to be feeding the input from the last layer back into itself thus the dimensions aren't right,"The sentence """""" that line seems to be feeding the input from the last layer back into itself thus the dimensions aren't right """""" uses <pattern>seems to VB</pattern> to indicate the user's observation of an issue with the dimensions not being right due to feeding input back into itself. The answer is YES.",1,0,0
gitter,"Hi, I'm using the linux app, and it is simply disappears from the taskbar after some time, nothing in the statusbar as well. So, I have to kill it via process manager, and then restart again. Is there a setting to fix this behaviour?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
ethereum,Hi guys after how many confirmations does a transaction (asset) reach etherdelta? my deposit is not showing up on etherdelta. is there a problem with the exchange guys?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,"how to stop a container which was created with ""restart=always""? docker stop ,docker rm -f , doesn't work ,it always created a new container after a few seconds , could someone give any tips plz ?","The sentence """""" how to stop a container which was created with ""restart=always""? """""" uses <pattern>how to VB</pattern> to inquire about stopping a container created with ""restart=always"". The answer is YES.",0,0,1
deeplearning4j,"If I have a layer in a graph with multiple inputs, how are those inputs computed? Are they concatenated and ran through or one by one and the output concatenated?","The sentence """""" how are those inputs computed? """""" uses <pattern>how to VB</pattern> to indicate the user's expectation of understanding how inputs are computed in a graph with multiple inputs. The answer is YES.",0,0,1
deeplearning4j,"hello guys I need a hand. I've a project running on windows without no problems. I want now run on a unix machine, waht I've to change? when I try to run I've got some error,s I think was miss native libraries perhaps I've a folder with all jars and I'm starting it with a .sh file.","The sentence """""" I want now run on a unix machine, waht I've to change? """""" uses <pattern>want to VB</pattern> to indicate that the user wants to ""run on a unix machine"" and is asking what changes are needed. The answer is YES.",0,0,1
deeplearning4j,"Hi, our team uses the deeplearning4j for CNN with Apache Spark. We meet a bug of . Can you fix the issue?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,"Hello there ! May be somebody can help me because I'm stuck :(I try to bind tcp connection between two services, to share the same event_bus.I use this docker-compose","The sentence """""" I try to bind tcp connection between two services, to share the same event_bus. """""" uses <pattern>try to VB</pattern> to describe the user's attempt to ""bind tcp connection between two services"". The answer is YES.",0,0,1
deeplearning4j,"If I am using gensim at the moment, any efficient way to call it from scala?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,"Hi guys! I need some advice :/ I am starting 4 services with docker compose (apache+php, redis, mysql and mailhog), apache is available on port 80, mysql on port 3307 and mailhog on port 8025 BUT I can't reach mailhog :/ Everything else works as expected, but I can't open it.. any idea? mailhog log: Docker-compose: yup, I just noticed thanks :)",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
typescript,"What could cause the error ""error TS6053: File not found."" to appear? I'm trying to build our project on a docker container with Node node 6.10 and npm 3.10.10 - the Node packages are checked-in, so it can't be a version issue. I'm just doing a ""npm rebuild"". We're using Webpack for this, and locally on my Windows machine it works. It also works on co-workers mac machines.","The sentence """""" What could cause the error ""error TS6053: File not found."" to appear? """""" uses <pattern>What could cause to VB</pattern> to indicate the user's expectation of identifying the cause of the error. The answer is YES.",0,0,1
ethereum,hello can someone help me create a token for my idea? I'am having some issues I keep getting this error in the tx id's idk if the tokens were created or not lol,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,how to use firebase for my project ? and Is it need express like backends ? can anyone pls tell .,"The sentence """""" how to use firebase for my project ? """""" uses <pattern>how to VB</pattern> to indicate the user's expectation of learning ""how to use firebase for my project"". The answer is YES.",0,0,1
nodejs,who can help me with mongodb/mongoose? manthu522: i can't build structure like - Gosts (Folder) -> 1998 (Folder) -> 1 quarter (Folder) -> GOST 123.98 (document) -> 1.1 (Item) what u think?@manthu522,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
ethereum,"hey guys, i can't send any eth with my mist wallet, but im up to date to latest block..",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,is it possible to have httpd and php7 on separated containers and setup httpd on the first container to use php on the second container ?just for learning purpose,"The sentence """""" is it possible to have httpd and php7 on separated containers and setup httpd on the first container to use php on the second container ? """""" uses <pattern>is it possible to VB</pattern> to indicate the user's inquiry about the feasibility of setting up httpd and php7 on separate containers. The answer is YES.",0,0,1
appium,Hello All I have one doubt I have given time as 10sec and within 10 sec our test case is failed then how can we add multiple time on same test case is there any way to add multiple time like if our test is not executing in 10 sec then again its wait 10sec,"The sentence """""" how can we add multiple time on same test case is there any way to add multiple time like if our test is not executing in 10 sec then again its wait 10sec """""" uses <pattern>how to VB</pattern> to indicate the user's expectation to ""add multiple time on the same test case"". The answer is YES.",0,0,1
appium,"Hello Everyone! Hope all are well? I need some help could anyone aid me in my understanding of Appium please? The situation is I'm currently coding a very simple program one which will open Safari on my ""real"" iPhone s4, and navigates to Google. By the way Tally, thanks for interest in me!","The sentence """""" I need some help could anyone aid me in my understanding of Appium please? """""" uses <pattern>need to VB</pattern> to indicate that the user needs help in ""understanding Appium"". The answer is YES.",0,0,1
deeplearning4j,"Hi, I have an image classification problem. I need to create a training set for 2 or 3 diferent objects for example a ball, a banana and an orange. How can I create the data set? The features of that data set will be all pixels value of each diferent image? Sorry, I need some direction points please. Do you know what I've to download to work with DL4J? But I don't see any example about how to do a new data set or how to use images to create that data set. Yes I've that example running here but with iris data set. I don't know if I'm wrong or not but I thing to recognize some objects I've to create that data set right? Well, I am trying Sorry man, I'm just starting and I've some questions.","The sentence """""" I need to create a training set for 2 or 3 different objects for example a ball, a banana and an orange. """""" uses <pattern>need to VB</pattern> to indicate that the user needs to ""create a training set"". The sentence """""" Do you know what I've to download to work with DL4J? """""" uses <pattern>Do you know what I've to VB</pattern> to indicate that the user wants to know what to download to work with DL4J. The answer is YES.",0,0,1
appium,"Hi Guys, I am unable to run appium in mac system can we automate appium with ipa file? I have installed appium, when I try to launch inspector I am getting this error : Could Not Launch Appium Inspector can we automate ipa file with appium? RatkoD: I have installed appium, when I try to launch inspector I am getting this error : ""Could Not Launch Appium Inspector"" any idea about this? appium version 1.5.3 and in Device dropdown it's not showing any connected real device..",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
typescript,"I'm working on converting some code to TypeScript, and having some problems. I think I've managed to find a minimal reproducer: . It seems like this syntax should be legal, but it isn't. Am I missing something? Oh wait, I think I found an issue that explains this ( ). Still not entirely sure I understand why I need an explicit cast, though",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,Are there any current works or talks about implementing backdoors for Appium using XCUITest and/or UIAutomator2?,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,"Hello. I just ported my testing servers from linux/window to OSX (mac), and I'm having issues with auto GrantPermissions(more details: ). Any help/pointers would be greatly appreciated. Thanks in advance :) Afaik appium runs through xcode for iOS devices, so you have to run the tests on a mac.",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,"Hi, I have an issue in launching the app in a simulator. I'm using xcode 8 and appium 1.6.1 . Following is the issue I get in appium Enqueue Failure: UI Testing Failure - App accessibility isn't loaded. Can someone help me with it",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,"So here is my question concerning Heroku, I managed to get working locally but it won't build on the heroku server, I'm getting this error :Error on fetch for app/main.js, any ideas ?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"I'm looking for a computer game that:is written in Java. has a nice BOT-ing API (get health, weapon info, visible world, ...)==> basically something that would be fun to test ND4J deep reinforcement learning algorithms onAny suggestions ? agibsonccc: : is complete bindings? I thought this was work in progress","The sentence """""" I'm looking for a computer game that:is written in Java. has a nice BOT-ing API (get health, weapon info, visible world, ...) """""" uses <pattern>trying to VB</pattern> to describe the user's expectation of ""looking for a computer game"". The answer is YES.",0,0,1
gitter,"Someone is puncutating sentences like this. Despite repeated explanation of how it works. I'm trying to resist asking them if they're trolling. Not sure what to do . When I asked Github to moderate on someone talking about ""forced diversity"", they said they'd monitor the account, but to ask Gitter moderators to look since they're closer to the issue I suspect they are trolling. Any advice ? I wonder if they're using a right-to-left device or something.",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,I can't uninstall docker.io from my WSL I have tried all sorts Considering uninstalling WSL and starting over Anyone else have this? I used Linux brew to install docker I think not sure about docker.io,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,has anyone tried to automate actions on the SKStoreReviewController dialog in ios 11+? I can't find the elements in the appium desktop inspector tree,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,"hi everyon! i am facing the below error while executing testcases on browserstack with webdriverio : i guess its related to appium - Appium error: An unknown server-side error occurred while processing the command. Original error: Could not proxy. Proxy error: Could not proxy command to remote server. Original error: 404 - ""unknown command"" this is occuring when i take screenshot () by webdriverio",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,Hi. i m newbe.. Appium is not supported python 3.x?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
appium,Hi guys.. Do you know of any guide or tutorial on iOS UIAutomation? I can't seem to find anything with more details about it. THanks!,"The sentence """""" Do you know of any guide or tutorial on iOS UIAutomation? """""" uses <pattern>know of any guide on</pattern> to indicate the user's expectation to find information about iOS UIAutomation. The answer is YES.",0,0,1
appium,"The one of your app Hello all, I would like to know if there's a way to mock the camera to test barcodes, but without using the real camera ?","The sentence """""" I would like to know if there's a way to mock the camera to test barcodes, but without using the real camera ? """""" uses <pattern>would like to VB</pattern> to indicate the user's desire to ""mock the camera to test barcodes"". The answer is YES.",0,0,1
deeplearning4j,"If I want to add two layers with parameters that define them, but I'm looking to save code not re-use weights, is there anything wrong with defining a single instance of the class and passing it to .addLayer multiple times?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
gitter,"Hello Gitter Team- I have just created a new community name ""goresty"" for . I would like to change my Gitter username to ""go_resty"" or ""go-resty"". Please help out. Thank you.",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
gitter,"I updated my profile pic on gitlab and I see the updated image in the chat pane (the updated one has a purple background) but in the top right (account section) I see the old image still (the old one has an orange background). Has gitter cached the old image? Will it ever update? It's really bugging me. Also when I click my pic in the chat pane, the popup has the old image in it. Anyone else seeing this for me? Where I said gitlab I meant github MadLittleMods: This is what I see, I have tried logging out logging in, deleting and recreating account etc... why thank you ;) I recon it must just be a caching issue, I imagine that it will all sort itself out over time",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
typescript,"If anyone has a moment I'd appreciate it. I'm in the middle of converting from using the typings CLI to npm with@types. This is an angular + typescript + webpack project. if I useimport angular from â€˜angular', angular is an empty object (presumably because TypeScript removes unused imports). If I don't include that, I get error TS2686 related to using UMD globals.",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,"Hello I was wondering if anyone familiar with mysql2, i am trying to get momentjsobjects to work",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,"guys , can u please check y its not working ? this is my schema ! the error is cannot read the propertyplayer",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
gitter,"Good morning. I cannot start the gitter desktop client on ubuntu 20.4 running kernel 5.8.9-050809-generic, error message is: Too short EDID data: manufacturer id Installed fromgitter_5.0.1_amd64.deb",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,"can i share buffer object between javascript and native addon that write by c++? result:native addon output: bbbbbbbbbbaaaaaaaaaaaaaaaajs output: aaaaaaaaaaaaaaaaaaaaaaaaaa. but, globalBuffer not change, why? backsapce: the code can output the right result backsapce: when the js code run in electron, can't get right result;",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
gitter,"Hi guys, I can see some GitHub users having their direct chat under /github-username and github projects under /github-username/github-project-slug but I'm unable to setup this... It's ok for my direct chat, but I can't setup projects (the are not under my username when I create the chat from github, and I can't add a ""/"" in their URL. Any idea?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"This is a question about IntelliJ, but after a lot of googling and still not finding a solution, I hope someone here can help me instead. When I run a program in IntelliJ, it always defaults to -Xmx4G no matter where I change the JVM options in the IDE. Where should I add -Xmx8G to get my wanted effect?","The sentence """""" Where should I add -Xmx8G to get my wanted effect? """""" uses <pattern>Where should I add to VB</pattern> to indicate the user's expectation of knowing where to add a specific JVM option. The answer is YES.",0,0,1
deeplearning4j,It seems to work but is there a way to check whether this was really computed by gpu ? According to stack trace output in the begining it works fine :) Thank you guys,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,"michione Hi guys, does anybody know how to build an executable with pyinstaller in a windows docker container? Is it possible to start a windows container in Linux?","The sentence """""" does anybody know how to build an executable with pyinstaller in a windows docker container? """""" uses <pattern>know how to VB</pattern> to indicate the user's expectation of knowing how to ""build an executable with pyinstaller in a windows docker container"". The answer is YES.",0,0,1
deeplearning4j,"Hello, I have a quick question about Arbiter and the hyper-parameter optimisation. I'm using . There it defines a TestSetAccuracyScoreFunction, so the optimisation is evaluated according to its performance on the test dataset. My question is: Does the optimisation config employ a type of early stopping, so that the candidate is only evaluated after sufficient training and that overfitting is not a factor? Is there a config for combining Arbiter with early stopping conditions?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,I'm getting an error when trying to use a docker-compose file...:ERROR: for mongo Cannot create container for service mongo: invalid volume specification. Anyone have any ideas (the windows path is valid) (using the official mongodb dockerfile),No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,"hi , is there any tutorial for robotframework using appiumlibrary?","The sentence """""" is there any tutorial for robotframework using appiumlibrary? """""" uses <pattern>is there any tutorial to VB</pattern> to indicate the user's expectation to find a tutorial for using appiumlibrary with robotframework. The answer is YES.",0,0,1
gitter,"Does it make sense to wrap logs with ""``` text"", or maybe there is something with a nice grey so people recognize it's not code more easily?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,Can anyone help me how can I use Google maps API in my node project?,"The sentence """""" how can I use Google maps API in my node project? """""" uses <pattern>how to VB</pattern> to indicate the user's expectation of learning how to ""use Google maps API in my node project"". The answer is YES.",0,0,1
appium,"hey folks, is there anything new on ios/android app logs being accessible in appium? maybe an issue needs to be submitted?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
appium,"hello there i m getting error while using RxJava, Retrofit and MoshiConvertor, when i call GET api at that time doen't convert the response object to my DataObject? what should i do?","The sentence """""" when i call GET api at that time doen't convert the response object to my DataObject? """""" uses <pattern>when I call GET api at that time doen't convert the response object to my DataObject</pattern> to indicate the user is describing an issue they are facing with converting the response object. The answer is YES.",1,0,0
deeplearning4j,"Hello. Is there a BLSTM implementation in deeplearning4j? Okay, this follows the same in Graves' Thesis? I also require CTC, is that implemented too?",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
deeplearning4j,"hi, I add a histogram iteration listener using the following code: [code]; here is the output of console: dropwizard.yml has an error: Unrecognized field at: template. what should I do? Thanks for your attention.",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
gitter,"Hey team, i've searched the documentation and can't seem to find how to block users from private messaging you. Is this a feature at the moment? He's not spamming in the channels much, it's just he's asking a lot of questions since i helped him with somethings but he's not really trying to solve his own problem and he keeps just dropping the code in that i send but not trying to understand it so it'll break and then he doesnt try to fix it Cool will do, thanks for the advice :D",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
