,issue,PS1,y_PS,y''_PS,ACC_AI_PS
appium,"Cool Guys scroll on UICollectionView isn't working, any suggestion to make it work?","The sentence """""" Cool Guys scroll on UICollectionView isn't working, any suggestion to make it work? """""" uses <pattern>isn't VB+ing</pattern> to indicate that there is something wrong with ""scroll on UICollectionView"". The answer is YES.",0,0,1
nodejs,"hello i have never worked on a production site i am hosting my nodejs server on a google's compute engine and for some reason it keeps going down, i check the logs and there is no error another-guy: i am manually logging eg. db errors, variables where its convenient to me reesmanp: i think is the reason because i can see the aborted connection errors in my cloud sql logs","The sentence """""" for some reason it keeps going down, i check the logs and there is no error """""" uses <pattern>it keeps VBing</pattern> to indicate that there is something wrong with the ""nodejs server on a google's compute engine"". The answer is YES.",0,0,1
ethereum,"Hello Ethereum pro's. I still reading up on ethereum trying to grasp as much as I can. As ethereum is opensource anyone could setup their own blockchain, correct? Then this one could be public or privat depending on what you want with it. So in a couple of years it could be a bunch of public blockchains available. If I then want to do some mining the choice of blockchain to mine for would be the one with the most transactions and fewest miners would be the best choice? Does this even make sense? My question I mean.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Hi all - I've been running Mist / geth on MacOS and for last few days my node sync never completes. My issue is same as this: - there are several threads mentioning this but I haven't seen any solutions out there. I'm using Mist 0.9.0 and geth 1.6.6 - has anyone solved this?,"The sentence """""" my node sync never completes. """""" uses <pattern>my NN never VBZ</pattern> to indicate that there is something wrong with ""node sync"". The answer is YES.",0,0,1
ethereum,i cannot transfer eth status always fail currently..the network ok or not ? cannot transfer from ledger s network reject any idea,"The sentence """""" i cannot transfer eth status always fail currently..the network ok or not ? """""" uses <pattern>cannot VB</pattern> to indicate that there is a problem with transferring ETH. The answer is YES.",0,0,1
typescript,"Anyone decent with Typescript typings floating around? redux typings on Connect have been giving me cancer latley seems like it can't infer shit so i wrote my own helper but its not working as intended.....this is the first copy... it fails in 2 ways, when i try to pass in mapDispatchToProps it REQUIRES that i specifiy its return type on the function declaration (can't infer)and when it returns the new component it doesn't properally omit the fields iv'e already applied. I.E Needs to be","The sentence """""" redux typings on Connect have been giving me cancer latley seems like it can't infer shit so i wrote my own helper but its not working as intended """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""redux typings on Connect"". The answer is YES.",0,0,1
typescript,"Hey there, can anyone give me a pointer as to how Typescript works behind the scenes? How does it work with ASTs ?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Hey... Does anyone know this style of PaaS (netlify.com) but supported the docker???!!! I want to focus on the code and automate cloud =),No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"hey guys! I was wondering, as I could not find this information anywhere online: is there a cap on the amount of the Ethereums? And if there is, what is it?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,"Hey guys, how can I enable live-reload in my docker-container?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Hi all, is it possible to the os that the docker container is running in? For example: if I'm running a docker container on a mac, I would like to access that information from inside the docker container",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"That makes sense I would like it to return something like a ""JSONObject"" with methods so I can extract data, therefore forcing me to deserialize the string into my own types. Maybe there is a library that does something like that? Do you know any? BTW thank you for the reply :D",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi all, I am testing my app in NodeJS and I cant get a simple method to run by using the this-keyword... I am importing these methods by using require. somehow when I run ownfuncs.testFunc I dont get an error, but when I run ownfuncs.checkQueries() I do. lol so I see@fjeddyit kinda messes with my head Im a PHP developer","The sentence """""" I cant get a simple method to run by using the this-keyword... """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""getting a simple method to run by using the this-keyword"". The answer is YES.",0,0,1
appium,"Small question guys. To be able to run appium test on real iPhone, we need to sign app with developer account and it should be build in developer mode ? or we can use ""production"" build ipa for that ?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi there, any issues with xcode 11 and appium 1.13",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"hey guys?I want to install android-x86-6.0-r1.iso with qemu, but I have not been successful. who can help me or give me some suggest? thanks",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,anyone know if it's possible to ssh into a docker host from a container?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,Hi all! Im trying to use the connect module. My question is using app.use(functionnamehere); does not necessarily execute the function?,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
ethereum,"hi all is anyone know margin setting in ethereum what is it and how to we perform it?????, if anyone know about it please tell me something about it. chafey: hi sir i am new in ethereum and working in ethereum, someone give me task to do margin setting in your project i not undrestend about the term what mean by margin in ethereum so i asked the question.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Hi, I am using CSVNLinesSequenceRecordReader(3) The data in the cvs files should be:1,2,34,5,6...or 123456...?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,Having an issues with navigation between rooms on both web app and desktop shell. First room visited and participants remain despite header bar and URL changing to next room clicked. The bayeaux WebSocket is also timing out occasionally or returning a gateway error from its reverse proxy.,"The sentence """""" Having an issues with navigation between rooms on both web app and desktop shell. """""" uses <pattern>Having an issues with NN</pattern> to indicate that there is something wrong with ""navigation between rooms"". The answer is YES.",0,0,1
nodejs,I got an error when I write npm Error: Cannot find module 'rimraf' wtf?!,"The sentence """""" I got an error when I write npm Error: Cannot find module 'rimraf' """""" uses <pattern>Cannot find module</pattern> to indicate that there is something wrong with ""npm"". The answer is YES.",0,0,1
typescript,Is there a way to use object spread in this way without an error?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Hi I have a bit of an awkward issue regarding container to container connectivity whatever I export or publish, I only getConnection refusedwith curl full details here: it would be awsome if someone could have a look on that","The sentence """""" I only get Connection refused with curl """""" uses <pattern>only get NN</pattern> to indicate that there is a problem with ""container to container connectivity"". The answer is YES.",0,0,1
deeplearning4j,"Hey, anyone here? I cannot use dl4j - because some classes are not in the dependecies. e.g:org.nd4j.activations.Activation simply does not existI tried on two diffrent PCs and OSsPlease help","The sentence """""" I cannot use dl4j - because some classes are not in the dependencies. """""" uses <pattern>cannot VB</pattern> to indicate that there is something wrong with ""dl4j"". The answer is YES.",0,0,1
nodejs,Hi everyone. what would be the best container to stash image data in to send over Socket.io ...FROM Node to Client(Browser) This is my code at the moment ->,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Hi! Are the stats for network IO suposed to work when I'm running a container with --net=host ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Is there any webpage to make possible ? I just want to type the time and get the code omg :D I can't start the ico,"The sentence """""" I can't start the ico """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with starting the ICO. The answer is YES.",1,0,0
typescript,"What's the easiest way to test/debug/step through a change to the compiler? There's no VSCode launch.json for instance also, I can't seem to get sourcemaps to work. :/ Hrm, had to build with jake (why are there two build tools?) and change it to no longer add -mapRoot â€¦ but it skips my breakpoints, even with stopOnEntry only works if i use â€œdebugger;""","The sentence """""" I can't seem to get sourcemaps to work. """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""sourcemaps"". The answer is YES.",0,0,1
nodejs,"hey guys anybody awake, need a second pair of eyes Hey dude thanks I'm trying to authenticate to a site using node, the site uses x-www-form-urlencoded but nothing shows up in the network panel for me to inspect the POST request and reverse engineer it every other site is easy peezy, but this one holy mooly the site is jdate.com :) once you're logged into the site all API requests are authenticated with a token that's appended to the end of the endpoint url but i can't see how the browser receives that token yeap using AJAX you can try it jdate.com and try to login even if you put a bs email addy and password try to inspect the POST request nothing shows up lol","The sentence """""" but nothing shows up in the network panel for me to inspect the POST request and reverse engineer it """""" uses <pattern>nothing shows up</pattern> to indicate that there is something wrong with ""inspecting the POST request"". The answer is YES.",0,0,1
deeplearning4j,"Anyone on? Just wondering what the correct syntax is for putScalar 2 d matrix setup with Nd4j.zeros(10,3) so should be 3 columns with 10 rows. Just want to set a specific value at a specific point for instance row 1 col 2 using matrix.putScalar(new int[]{1,2},data); is throwing an exception SEVERE: Index [0] must not be >= shape[d].","The sentence """""" is throwing an exception SEVERE: Index [0] must not be >= shape[d]. """""" uses <pattern>is throwing an exception</pattern> to indicate that there is an issue with the ""putScalar 2 d matrix setup"". The answer is YES.",0,0,1
deeplearning4j,is there an example that uses the BalancedPathFilter? I'm looking at the documentation and having a hard time figuring out how to use it. thanks. I'll try to change my document loading code to use that,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,Hi Guys !! I'm trying to automate a test App using appium (v 1.6.5 - local / desktop version) in which I observed the following error : Can someone help kindly Asimk21: : Yes ! i'm passing the correct element id Asimk21: : Let me share the code with you @Asimk21 : I've done the same -- I think I missed mentioning it. I just now changed it to xpath too as above - still getting the sameelement can't be located Asimk21: Will give a try and revert back,"The sentence """""" still getting the sameelement can't be located """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""locating the element"". The answer is YES.",0,0,1
appium,"I have a apple script to enable touchid on simulator and I need to run this apple script as part of jenkins setup, Has anybody tried this? When I try to run the applescript from command line i get ""0:13: syntax error: A unknown token can't go after this identifier. (-2740)"" but when I run the script using apple script editor it works fine","The sentence """""" When I try to run the applescript from command line i get ""0:13: syntax error: A unknown token can't go after this identifier. (-2740)"" """""" uses <pattern>try to VB and get ""error message""</pattern> to indicate that there is something wrong with running the applescript from the command line. The answer is YES.",0,0,1
appium,Is iOS 12.2 supported? I want to run web tests on mobile Safari 12.1. I had a working setup with iOS 12.1 but after the upgrade to 12.2 I cannot get appium to work.,"The sentence """""" I cannot get appium to work. """""" uses <pattern>cannot VB</pattern> to indicate that there is something wrong with ""appium"". The answer is YES.",0,0,1
nodejs,"Hi, i really suck at node... so does anyone know why this just returns me an empty object? anyone here? because i have no diea how promises work and im trying to find out how to be able to use that API call","The sentence """""" so does anyone know why this just returns me an empty object? """""" uses <pattern>returns me an empty object</pattern> to indicate that there is something wrong with the returned object. The answer is YES.",0,0,1
deeplearning4j,Why can't I download the much dependencies from the repository ? Central or mirrored repository,"The sentence """""" Why can't I download the much dependencies from the repository ? """""" uses <pattern>can't VB</pattern> to indicate that there is a problem with downloading dependencies from the repository. The answer is YES.",0,0,1
nodejs,Why is prependListener 'not a function' in node 6.0? I want it available on an emitter made global Is it something to do with inheritance? I'm just instantiating it asglobal.Emitter = new EventEmitterbutprependListeneris a no-go there,"The sentence """""" Why is prependListener 'not a function' in node 6.0? """""" uses <pattern>is 'not a function'</pattern> to indicate that there is something wrong with ""prependListener"". The answer is YES.",1,0,0
typescript,"Anybody have a good example of TSX/React? Having hell clearing my terminal of [at-loader] errors. -_- I was receiving cannot find module ""...""on everything, but I switched from import ... from ...to require() and those are gone. Right now I am working to clear these out: It was mostly on.sassfiles, as I am using CSSModules. Theprops: anything is just my latest tinker to try to get this to resolve. <{ any }, {}><any, {}>Neither of these fix the warning, but don't break my app either. No sir.","The sentence """""" I was receiving cannot find module ""..."" on everything, but I switched from import ... from ... to require() and those are gone. """""" uses <pattern>was receiving cannot find module</pattern> to indicate that there was an issue with module resolution. The answer is YES.",0,0,1
gitter,"Hi, I was trying to create a room for the ""Angular"" community, but I press the button and nothing happens, I check the console and: I'm not a member of the ""Angular"" team. I need to be a member of ""Angular"" to create separate room for that community? There's a lack of UX possibly due to that error. Yes, I tried to refresh the page. that error trigger every time I type on the name input form or click ""create""","The sentence """""" I press the button and nothing happens, I check the console and: I'm not a member of the ""Angular"" team. """""" uses <pattern>nothing VBZ</pattern> to indicate that there is something wrong with ""creating a room for the 'Angular' community"". The answer is YES.",0,0,1
gitter,"ok I'm a little werided out, I'm using the irc connection and I'm wondering why is the thing constantly rebooting itself at least 2-3 times a day? nope, it's still rebooting several times it did it twice last night apprently actually 4 times","The sentence """""" I'm wondering why is the thing constantly rebooting itself at least 2-3 times a day? """""" uses <pattern>constantly VBG</pattern> to indicate that there is something wrong with ""the thing constantly rebooting itself"". The answer is YES.",0,0,1
appium,does anyone know how to handle an assertion/expect error to ensure that the subsequent test case continue to run? im using APPIUM-WEBDRIVERIO-MOCHA-CHAI,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,hi all.. how can I define interface with typeof of a class? doesn't work? is the typeof correct?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,Hey. Trying to find a way to calculate the determinant of a matrix (INDArray) in Nd4j. Can't find it! My search has taken me to: . I feel like I'm close. Any pointers?,"The sentence """""" Can't find it! """""" uses <pattern>can't VB(find)</pattern> to indicate that the user is unable to locate the method to calculate the determinant of a matrix in Nd4j. The answer is YES.",0,0,1
ethereum,"Hello, I cannot synchronise. It always lefts about 200 blocks and downloading is stopped. What I need to do?","The sentence """""" I cannot synchronise. It always lefts about 200 blocks and downloading is stopped. """""" uses <pattern>cannot VB</pattern> to indicate that there is a problem with synchronization. The answer is YES.",0,0,1
docker,"hi guys, i would like to ask if is it possible to use docker in windows 2008 server?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Hi Folks - im trying to figure out why my dockerhub is showing all my tags as being updated - im building using the following ci script,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
nodejs,"Hi, im working uaing a mocha testing framework anf using puppeteer automation. But I seem to have issues using asynchronous code. Im getting Error: Timeout of 2000ms exceeded. For async tests and hooks, ensure ""done()"" is called; if returning a Promise","The sentence """""" Im getting Error: Timeout of 2000ms exceeded. """""" uses <pattern>getting Error: [error message]</pattern> to indicate that there is an issue with ""using asynchronous code"". The answer is YES.",0,0,1
docker,"Hello, Can any body help me, env $JAVA_OPTS not work, when docker run output isError: Could not find or load main class ${JAVA_OPTS} I firgout , env var not work in ENTRYPOINT or CMD when use exec format","The sentence """""" env $JAVA_OPTS not work, when docker run output isError: Could not find or load main class ${JAVA_OPTS} """""" uses <pattern>could not find or load</pattern> to indicate that there is something wrong with the environment variable $JAVA_OPTS. The answer is YES.",0,0,1
ethereum,Hi! what will happen if two persons run the same contract to change the same global variable at the same timeTHX,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"How can i run docker command in dockerfile? The docker from host ,example",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"My EthereumWallet sync pedning 2 days by now! What's wrong? I have about 99% progress and it can't catch up the lasts blocks. Any advices? ""Downloading block 4,891,986 of 4,892,236,"" and sometimes it just hangs still..","The sentence """""" it can't catch up the lasts blocks. """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""EthereumWallet sync"". The answer is YES.",0,0,1
nodejs,hello anyone here Is it possible to access a javascript object inside the object itself for instance I have but the fullName already return as undefined so there is no way we can access an object's property before it's instantiated ?,"The sentence """""" but the fullName already return as undefined so there is no way we can access an object's property before it's instantiated ? """""" uses <pattern>return as JJ</pattern> to indicate that there is something wrong with ""fullName"". The answer is YES.",0,0,1
nodejs,"Hi there. Is there no way what-so-ever to pause the current execution context, let node's event loop proceed, and then resume to the current execution context?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi all, when i run the command uiautomator i get the following errorException in thread ""main"" java.lang.UnsatisfiedLinkError: Could not load SWT library","The sentence """""" when i run the command uiautomator i get the following errorException in thread ""main"" java.lang.UnsatisfiedLinkError: Could not load SWT library """""" uses <pattern>get the following error</pattern> to indicate that there is an error when running the command ""uiautomator"". The answer is YES.",0,0,1
ethereum,"can some help me, I have a problem with running private blockchain. I have tried $ geth --ipcpath after this my mist wallet is syncing not my blockchain but I think it syncs public","The sentence """""" I have a problem with running private blockchain. """""" uses <pattern>have a problem with VBG</pattern> to indicate that there is an issue with ""running private blockchain"". The answer is YES.",0,0,1
nodejs,"hi , i have multiple projects that them depend each other but i can't use parent package dependencies in child project because all of parent dependencies install in nested node_modules!!! how do i unpack all of nested dependencies in root node_modules ? please help me to solve this problem.","The sentence """""" i can't use parent package dependencies in child project because all of parent dependencies install in nested node_modules!!! """""" uses <pattern>can't VB</pattern> to indicate that there is a problem with using parent package dependencies in the child project. The answer is YES.",0,0,1
deeplearning4j,"Hi, I'm trying to transalate a caffe network in DL4J.. I have some problems tieh DL4J version, so I\'m trying to use UI.. however my UI is always blanck, no data is shown during training and JVM data shows ""loading"" sorry.. using two different in memory stat holder now I can see my machine :)","The sentence """""" however my UI is always blanck, no data is shown during training and JVM data shows ""loading"" """""" uses <pattern>my NN is always JJ</pattern> to indicate that there is something wrong with ""UI"". The answer is YES.",0,0,1
appium,I'm having a hard time finding a python function to wait for an element to be gone before moving on.Any suggestions? or links,"The sentence """""" I'm having a hard time finding a python function to wait for an element to be gone before moving on. """""" uses <pattern>having a hard time VB+ing</pattern> to indicate that there is a problem with ""finding a python function to wait for an element to be gone"". The answer is YES.",0,0,1
deeplearning4j,"Hi guys. I have a quick questions regarding iterating through data. Currently my iterator is implemented like that: Let's say I have 3 time steps and a list with data entries. So in my DatasetIterator I do: first mini batch: entries 0, 1, 2 and I set the expected result 3; second mini batch: 1, 2, 3 and expected result 4; third mini batch: 2, 3, 4 and expected result = 5th entry. Is it correct or should I do it like: first mini batch 0, 1, 2 + result 3; second mini batch 3, 4, 5 + result 6 and so on.. if I go with the second option doesn't the network training loose a lot of training examples (2/3 with 3 time steps)?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"hi, all, i run dl4j on spark and got an error: java.lang.AbstractMethodError, my spark version is 2.0.1, dl4j version is 0.9.1, can anybody help me with this?","The sentence """""" i run dl4j on spark and got an error: java.lang.AbstractMethodError """""" uses <pattern>got an error</pattern> to indicate that there is something wrong with ""dl4j on spark"". The answer is YES.",0,0,1
gitter,"Hello Gitter heroes. A question: is there any way to get some historical stats on activity for a Gitter room? I see that I can go to the archives page and see a heatmap-like view - but I'd really like to be able to show the growth of our Gitter community over time Any easy way to see growth in users, growth in posts to our Gitter room? (We're getting tons of value from Gitter, by the way - our team uses it for the and I don't know what we'd do without it...)",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"hi, how can I resolve ""Duplicate class org.openqa.selenium.WebDriver found in modules java-client-7.3.0.jar"" in android studio","The sentence """""" how can I resolve ""Duplicate class org.openqa.selenium.WebDriver found in modules java-client-7.3.0.jar"" in android studio """""" uses <pattern>Duplicate class found</pattern> to indicate that there is a problem with duplicate classes in the project. The answer is YES.",0,0,1
appium,I am following the steps here: I can get to this far: 'id=<udid>' test but I have problem here: anyone knows what the problem would be?,"The sentence """""" but I have problem here: anyone knows what the problem would be? """""" uses <pattern>have problem</pattern> to indicate that there is an issue with the steps being followed. The answer is YES.",0,0,1
nodejs,"Anybody have experience with Webpack not overwriting? My webpack-dev-server is running, and I see Webpack act like it is doing its job every time I save a file, but even hard refreshing the browser does nothing, and the page stays in the same state it was before my edits.","The sentence """""" My webpack-dev-server is running, and I see Webpack act like it is doing its job every time I save a file, but even hard refreshing the browser does nothing, and the page stays in the same state it was before my edits. """""" uses <pattern>does nothing</pattern> to indicate that there is something wrong with ""webpack-dev-server"". The answer is YES.",0,0,1
appium,"hello I got this error When i was trying to run my tests targetSdkVersionFromManifest failed. Original error: Cannot read property '1' of null is there any solution for that? Thanks a lot, it's solved right now works like a charm! mgmanikandan87: Yes I upgraded it withnpm install -g appium@1.6.3","The sentence """""" When i was trying to run my tests targetSdkVersionFromManifest failed. Original error: Cannot read property '1' of null """""" uses <pattern>Original error: Cannot VB</pattern> to indicate that there is something wrong with ""targetSdkVersionFromManifest"". The answer is YES.",0,0,1
nodejs,hola hi some have experience to connect Node with Firebird ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Hi I am trying to create a FeedForward network that takes the output of an RNN. does this look like it is configured correctly? Somehow I have to tell it how to time-mask the output. java.lang.IllegalStateException: Invalid mask array: per-example masking should be a column vector, per output masking arrays should be the same shape as the output/labels arrays. Mask shape: [50, 6], output shape: [300, 98] eraly: no, I was following the examples. I dont see an RNNLayer class","The sentence """""" java.lang.IllegalStateException: Invalid mask array: per-example masking should be a column vector, per output masking arrays should be the same shape as the output/labels arrays. Mask shape: [50, 6], output shape: [300, 98] """""" uses <pattern>Invalid mask array</pattern> to indicate that there is something wrong with the mask array configuration. The answer is YES.",0,0,1
typescript,"Hi!I need help with some advanced types. It's a short helper for reducing boilerplate in redux, but I loose type-safety. I've made a short playground and I'm so close to make it work but am now stuck. It's basically just a map over an object, creating functions that know the key they are at, plus type-safe extra parameters.(The idea is from )",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"hi,i meet ' Please ensure that you have an nd4j backend on your classpath.' what should i do? I had add the [code] in my pom file.","The sentence """""" hi,i meet ' Please ensure that you have an nd4j backend on your classpath.' """""" uses <pattern>meet ' [error message] '</pattern> to indicate that there is something wrong with ""nd4j backend on your classpath"". The answer is YES.",1,0,0
appium,"Hello! I have a strange problem: I copy app.apk to folder for Appium, start tests (Pytest, Uiautomator2) and when Appium try install apk to the device (opens window for allow to install app) file app.apk in folder for Appium has changes. Version remains the same, but app has less size and works incorrect. If I install original file app with adb or with commented out 'automationName' desired cap - its OK and works correct. What can it be cause of incorrect work? What to do for resolve it? Thank you!","The sentence """""" I have a strange problem: I copy app.apk to folder for Appium, start tests (Pytest, Uiautomator2) and when Appium try install apk to the device (opens window for allow to install app) file app.apk in folder for Appium has changes. """""" uses <pattern>have a strange problem</pattern> to indicate that there is something wrong with ""app.apk in folder for Appium"". The answer is YES.",0,0,1
deeplearning4j,"ozgecan: Hi everybody , I want to ask a question about spark- hadoop I'm using DL4J and I want to training a file on hadoop with spark. Can I do that with DL4J? I understand I'm working about that topic AlexDBlack: Actually I'm using on document therefore its give me error about document type","The sentence """""" its give me error about document type """""" uses <pattern>its VB error</pattern> to indicate that there is something wrong with ""document type"". The answer is YES.",0,0,1
appium,What languages are everyone using for writing tests? MochaJS? Ruby? Python? What do you think is best? What languages are everyone using for writing tests? MochaJS? Ruby? Python? What do you think is best?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,not able to access the github.com from docker container when i try to access golang packages Should I set username and password within dockerfile?,"The sentence """""" not able to access the github.com from docker container when i try to access golang packages """""" uses <pattern>not able to VB</pattern> to indicate that there is a problem accessing GitHub from the Docker container. The answer is YES.",0,0,1
deeplearning4j,"Oups, not really good yet using Gitter...I have an issue using cuDNN. I already spent a lot of time trying to solve it but with no success. Here is the error log. I think I have installed correct versions of CUDA (8.0) and cuDNN. Here is my pom.xml. I use Eclipse on Windows 10. Tried tu run Maven with command line to avoid eclipse issues, but no difference.","The sentence """""" I have an issue using cuDNN. """""" uses <pattern>have an issue VBG</pattern> to indicate that there is something wrong with ""using cuDNN"". The answer is YES.",0,0,1
gitter,"Is it no longer possible to get a gitter URL that mirrors your github URL, or is there some different way I should be doing this? Example attached Somewhat related, trying my project name without my Github username is a no go, even though the URL is not taken. Any idea why?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,Does anyone know of any npm packages or frameworks that can track network traffic from an native mobile app? and that works with a native app and not just a browser? Thanks. I use these desired caps for ios,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Hi I just received some eth on my wallet but it doesn't show up Im new on this could u help me out? It is What I should do? gianlucaschoefer:,"The sentence """""" Hi I just received some eth on my wallet but it doesn't show up """""" uses <pattern>but it doesn't VB</pattern> to indicate that there is something wrong with ""eth not showing up in the wallet"". The answer is YES.",0,0,1
nodejs,would it make sence to also have a look for socket.io for performance? dont know lot about it - just heard realtiime fast bla bla,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,is anyone using docker for mac on a hackintosh? i cant connect to my containers once they are running (and show working just fine with docker ps) and im not sure why,"The sentence """""" i cant connect to my containers once they are running (and show working just fine with docker ps) and im not sure why """""" uses <pattern>can't VB</pattern> to indicate that there is a problem with connecting to the containers. The answer is YES.",0,0,1
deeplearning4j,"hey all - getting an NPE when calling ""stats()"" in Evaluation because the protected ""confusion"" variable isn\'t set not sure if im doing something wrong or if this is a bug... im using the default constructor which doesn't call the createConfusion() internal method think i see the issue, createConfusion is called from eval() but not from evalTimeSeries()","The sentence """""" getting an NPE when calling ""stats()"" in Evaluation because the protected ""confusion"" variable isn't set """""" uses <pattern>getting an NPE</pattern> to indicate that there is something wrong with ""calling 'stats()' in Evaluation"". The answer is YES.",0,0,1
typescript,Object doesn't support property or method createShadowRoot edge. So any way around to make it work?,"The sentence """""" Object doesn't support property or method createShadowRoot edge. """""" uses <pattern>doesn't support</pattern> to indicate that there is something wrong with ""property or method createShadowRoot"". The answer is YES.",0,0,1
docker,Does anybody knows why my nginx container is settings some Syntax error with some invisible chars into my js?,"The sentence """""" Does anybody knows why my nginx container is settings some Syntax error with some invisible chars into my js? """""" uses <pattern>is VBing some Syntax error</pattern> to indicate that there is something wrong with ""nginx container"". The answer is YES.",0,0,1
ethereum,"Hey everyone! Would really appreciate some help. My chain data became corrupt with my Ethereum Wallet and I was forced to wipe the application and the data from my Mac. I have multiple copies of the chain data and keystore folders before the corruption took place. However, when I imported the keystore folder into a fresh install of Ethereum Wallet on another Mac, it was showing $0 Balance in my Wallet.","The sentence """""" it was showing $0 Balance in my Wallet. """""" uses <pattern>was showing $0 Balance</pattern> to indicate that there is something wrong with ""Ethereum Wallet"". The answer is YES.",0,0,1
ethereum,"Anyone here able to help me out with an ENS registration? I got half way through the process on myetherwaller.com and somehow managed to close the confirmation popup ( - random example I found) before I could click Yes I am sure. I did copy the bit it told me to save, but i can't tell if anything went through","The sentence """""" I did copy the bit it told me to save, but i can't tell if anything went through """""" uses <pattern>can't tell if anything VB</pattern> to indicate that there is uncertainty about the completion of the ENS registration process. The answer is YES.",0,0,1
appium,"Hi All, I am trying to automate upload pdf documents functionality in webview on my android app . Can I use sendKeys just like we do for web browsers? Or have to click and go thru the normal process? I tried sendKeys but it looks like it is not working.","The sentence """""" I tried sendKeys but it looks like it is not working. """""" uses <pattern>it is not VBG</pattern> to indicate that there is something wrong with ""sendKeys"". The answer is YES.",0,0,1
typescript,"Hi all, I am implementing a builder (builder pattern) and I struggle to keep the typing clean: So I cannot chain them. Is there a way to retain the ""this"" type in the base class ?Thank you :) SalathielGenese: Yes it is probably the answer but what I dont know is what the typing expression is that says ""retain the this type""",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
nodejs,"Hi, I'm looking for a library that does async forloops, meaning it always uses nextTick between interations. There are a few options out there and I'm wondering if anyone knows what thest best one is.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi, can someone help me import audio files to my react component? I am using webpack",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Above is my code when the app is logged in successfully on the when the loop runs on third time im getting An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information) Instead of showing logged in successfully Can some one help where did i missed something? app is successfully logged in but im getting this error message.."" An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information)""","The sentence """""" An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information) """""" uses <pattern>could not be VBN</pattern> to indicate that there is something wrong with locating an element on the page. The answer is YES.",0,0,1
ethereum,"hi.. I am facing a problem ..... whenever I try to run geth command it gives the following error. I have researched about the error and it says that program is trying to fetch the location that does not exist error is Exception, signal arrived during external code execution Please help me with this","The sentence """""" whenever I try to run geth command it gives the following error. """""" uses <pattern>it gives the following error</pattern> to indicate that there is something wrong with ""running geth command"". The answer is YES.",0,0,1
