,issue,PS1,y_PS,y''_PS,ACC_AI_PS
docker,Hii am trying to start cassandra container and i am having a conf. file on my host system and i have to supply it to the container so that cassandra takes that conf. file.one way is that i mount a volume replace the file inside container and commit the change to container.is there any other way i can do it so that i can override the inside container conf. files,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,How to link out out of python to my terminal and im using atom ?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"Hi guys, is there a way to install gitter desktop on Fedora? I tried allien on deb package but it not worked","The sentence """""" I tried allien on deb package but it not worked """""" uses <pattern>sth not worked</pattern> to indicate that there is something wrong with ""allien on deb package"". The answer is YES.",0,0,1
docker,"when creating a Dockerfile for an image to run on kubernetes with a volume, do i need to specify volume in the Dockerfile or will kubernetes automatically mount in the volume for me? thanks",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"i have a vps. running docker. started e.g. the wordpress:latest on it. Volumes ./html to the container html dir. The user i used to start the container is not allowed to change files within this dir. Due to the fact it belongs ""www-data"" now.How should i use this exactly? I want to use phpstorm on my local machine to work via sftp on the vps (changing files in the container volume.) i did but still cant edit files in there... and i chmod 775 the whole folder to make sure www-data group is able to write...","The sentence """""" i did but still cant edit files in there... """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""edit files"". The answer is YES.",0,0,1
appium,Hi all I am new to Appium stuff i need some help in Appium installation in mac for IOS please assist me,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"hello , I mapped a volume in stack.yml file (marked in red ) . after docker stack delpoy **I can see the some files inside container dir (marked in orange) , but no files in my host machine dir (marked in orange). what am i missing? run a dropbox container as well , and make it share the same volume with your main service","The sentence """""" I can see the some files inside container dir (marked in orange) , but no files in my host machine dir (marked in orange). """""" uses <pattern>no files in sth</pattern> to indicate that there is something wrong with ""host machine dir"". The answer is YES.",0,0,1
deeplearning4j,"Hello, I am trying to learn neural network for playing simulation in MCTS instead of random player. Input 15x15(values of desk(0-empty,1-white, 2-black) = 225 and output 225.Unfortunately the time asking neural network for output is longer then 1ms even with only 1 hidden layer. (on CPU, I cannot use GPU, my graphic card is probably too old)Is there way how to increase the speed of testing(not training neural Network)?","The sentence """""" Unfortunately the time asking neural network for output is longer then 1ms even with only 1 hidden layer. """""" uses <pattern>time is longer than</pattern> to indicate that there is something wrong with ""neural network output time"". The answer is YES.",0,0,1
nodejs,"Hi All - Question on internals of http's IncomingMessage data structure. Does anyone know what is the purpose of havinghttpVersionstring in addition tohttpVersionMajorandhttpVersionMinorproperties onIncomingMessageobject? I get that it is just the concatenation ofmajor + '.' + minor, but it is no where used I get that it is accessor formessage.httpVersion, but why can't this be converted to a getter that returns the concatenated value on demand rather than allocating memory for the string? approx. 32 bytes for every request",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"Good morning ...is it correct that the ""nOut"" parameter for a ConvLayer is the number of kernels/filters that will be applied to the input an therefore result in the ""depth"" dimension of the resulting volume? The API docs are unfortunately not verbose enough I think ...",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
typescript,Is there any way to debug Typescript easily? without building everything into javascript? i just want to run simple script written in Typescript and be able to debug it,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"Hi, I'm getting an issue where a typeguard for null and typeguard for null or undefined on a generic, doesn't seem to be working as I'd expect when the type has been defined as a generic. But when the type is defined as unknown or a union the typeguards seem to provide different results. Anyone know what I'm doing wrong here?","The sentence """""" I'm getting an issue where a typeguard for null and typeguard for null or undefined on a generic, doesn't seem to be working as I'd expect when the type has been defined as a generic. """""" uses <pattern>getting an issue where</pattern> to indicate that there is something wrong with ""typeguard for null and typeguard for null or undefined on a generic"". The answer is YES.",0,0,1
appium,"is anyone know why i am getting this when trying to open an app using real device ""ErrorAn unknown server-side error occurred while processing the command. Original error: Sdk '10.2.1' was not in list of simctl sdks"" please advise if someone can help will be appreciated aniket-21: is that question for me/a","The sentence """""" is anyone know why i am getting this when trying to open an app using real device ""ErrorAn unknown server-side error occurred while processing the command. Original error: Sdk '10.2.1' was not in list of simctl sdks"" """""" uses <pattern>getting this when trying to VB</pattern> to indicate that there is something wrong with ""opening an app using real device"". The answer is YES.",0,0,1
ethereum,"guys, anyone else facing problems with the ethereum wallet not synching/starting? :-(","The sentence """""" anyone else facing problems with the ethereum wallet not synching/starting? """""" uses <pattern>facing problems with sth</pattern> to indicate that there is something wrong with ""the ethereum wallet"". The answer is YES.",0,0,1
appium,"I am not able to use setValue function in uiautomator2 but only if I use setValue for setting the PIN in the app, it works if I use sendkeys it is not proceeding to next page can somebody help on using uiautomator2","The sentence """""" I am not able to use setValue function in uiautomator2 """""" uses <pattern>not able to VB</pattern> to indicate that there is something wrong with ""setValue function in uiautomator2"". The answer is YES.",0,0,1
appium,"anyone know for Appium best selector method by speed? AccessbilityIds are ultrafast, as are ID's I haven't tried the others are they just as fast or does everything become like xpath brutally slow?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"guys, yesterday i was thinking and i think i will change my requirements i intend to have channels where clients subscribe to and then i only broadcast data to those channels clients do not emit stuff how would you do that? it will probably have over 500 users on peak time im not really worried about client the idea can be compared with slack to have like team channels clients are only gonna be receiving .. i was thinking Redis and sockets but im unsure on how to set it up for a high numebr of users",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,i've run into a problem with the f1score function which uses labelProbabilities here the last layer in my network is an OutputLayer with softmax and neg log likelihood that line seems to be feeding the input from the last layer back into itself thus the dimensions aren't right,"The sentence """""" i've run into a problem with the f1score function which uses labelProbabilities """""" uses <pattern>run into a problem with sth</pattern> to indicate that there is something wrong with ""the f1score function"". The answer is YES.",0,0,1
gitter,"Hi, I'm using the linux app, and it is simply disappears from the taskbar after some time, nothing in the statusbar as well. So, I have to kill it via process manager, and then restart again. Is there a setting to fix this behaviour?","The sentence """""" it is simply disappears from the taskbar after some time, nothing in the statusbar as well. """""" uses <pattern>sth disappears</pattern> to indicate that there is something wrong with ""the linux app"". The answer is YES.",0,0,1
ethereum,Hi guys after how many confirmations does a transaction (asset) reach etherdelta? my deposit is not showing up on etherdelta. is there a problem with the exchange guys?,"The sentence """""" my deposit is not showing up on etherdelta. """""" uses <pattern>not showing up</pattern> to indicate that there is something wrong with ""my deposit"". The answer is YES.",0,0,1
docker,"how to stop a container which was created with ""restart=always""? docker stop ,docker rm -f , doesn't work ,it always created a new container after a few seconds , could someone give any tips plz ?","The sentence """""" docker stop ,docker rm -f , doesn't work ,it always created a new container after a few seconds """""" uses <pattern>doesn't work</pattern> to indicate that there is something wrong with ""docker stop ,docker rm -f"". The answer is YES.",0,0,1
deeplearning4j,"If I have a layer in a graph with multiple inputs, how are those inputs computed? Are they concatenated and ran through or one by one and the output concatenated?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"hello guys I need a hand. I've a project running on windows without no problems. I want now run on a unix machine, waht I've to change? when I try to run I've got some error,s I think was miss native libraries perhaps I've a folder with all jars and I'm starting it with a .sh file.","The sentence """""" when I try to run I've got some error,s I think was miss native libraries """""" uses <pattern>got some error</pattern> to indicate that there is something wrong with ""native libraries"". The answer is YES.",0,0,1
deeplearning4j,"Hi, our team uses the deeplearning4j for CNN with Apache Spark. We meet a bug of . Can you fix the issue?","The sentence """""" We meet a bug of . """""" uses <pattern>meet a bug</pattern> to indicate that there is something wrong with the program. The answer is YES.",0,0,1
docker,"Hello there ! May be somebody can help me because I'm stuck :(I try to bind tcp connection between two services, to share the same event_bus.I use this docker-compose",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"If I am using gensim at the moment, any efficient way to call it from scala?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"Hi guys! I need some advice :/ I am starting 4 services with docker compose (apache+php, redis, mysql and mailhog), apache is available on port 80, mysql on port 3307 and mailhog on port 8025 BUT I can't reach mailhog :/ Everything else works as expected, but I can't open it.. any idea? mailhog log: Docker-compose: yup, I just noticed thanks :)","The sentence """""" BUT I can't reach mailhog :/ Everything else works as expected, but I can't open it.. any idea? """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""reaching mailhog"". The answer is YES.",0,0,1
typescript,"What could cause the error ""error TS6053: File not found."" to appear? I'm trying to build our project on a docker container with Node node 6.10 and npm 3.10.10 - the Node packages are checked-in, so it can't be a version issue. I'm just doing a ""npm rebuild"". We're using Webpack for this, and locally on my Windows machine it works. It also works on co-workers mac machines.","The sentence """""" What could cause the error ""error TS6053: File not found."" to appear? """""" uses <pattern>cause the error</pattern> to indicate that there is something wrong with ""File not found"". The answer is YES.",0,0,1
ethereum,hello can someone help me create a token for my idea? I'am having some issues I keep getting this error in the tx id's idk if the tokens were created or not lol,"The sentence """""" I keep getting this error in the tx id's idk if the tokens were created or not lol """""" uses <pattern>keep getting this error</pattern> to indicate that there is something wrong with ""tx id's"". The answer is YES.",0,0,1
nodejs,how to use firebase for my project ? and Is it need express like backends ? can anyone pls tell .,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,who can help me with mongodb/mongoose? manthu522: i can't build structure like - Gosts (Folder) -> 1998 (Folder) -> 1 quarter (Folder) -> GOST 123.98 (document) -> 1.1 (Item) what u think?@manthu522,"The sentence """""" i can't build structure like - Gosts (Folder) -> 1998 (Folder) -> 1 quarter (Folder) -> GOST 123.98 (document) -> 1.1 (Item) """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""build structure"". The answer is YES.",0,0,1
ethereum,"hey guys, i can't send any eth with my mist wallet, but im up to date to latest block..","The sentence """""" i can't send any eth with my mist wallet """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""sending eth with the mist wallet"". The answer is YES.",0,0,1
docker,is it possible to have httpd and php7 on separated containers and setup httpd on the first container to use php on the second container ?just for learning purpose,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,Hello All I have one doubt I have given time as 10sec and within 10 sec our test case is failed then how can we add multiple time on same test case is there any way to add multiple time like if our test is not executing in 10 sec then again its wait 10sec,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,"Hello Everyone! Hope all are well? I need some help could anyone aid me in my understanding of Appium please? The situation is I'm currently coding a very simple program one which will open Safari on my ""real"" iPhone s4, and navigates to Google. By the way Tally, thanks for interest in me!",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Hi, I have an image classification problem. I need to create a training set for 2 or 3 diferent objects for example a ball, a banana and an orange. How can I create the data set? The features of that data set will be all pixels value of each diferent image? Sorry, I need some direction points please. Do you know what I've to download to work with DL4J? But I don't see any example about how to do a new data set or how to use images to create that data set. Yes I've that example running here but with iris data set. I don't know if I'm wrong or not but I thing to recognize some objects I've to create that data set right? Well, I am trying Sorry man, I'm just starting and I've some questions.","The sentence """""" I have an image classification problem. """""" uses <pattern>problem</pattern> to indicate that there is something wrong with ""image classification"". The answer is YES.",0,0,1
appium,"Hi Guys, I am unable to run appium in mac system can we automate appium with ipa file? I have installed appium, when I try to launch inspector I am getting this error : Could Not Launch Appium Inspector can we automate ipa file with appium? RatkoD: I have installed appium, when I try to launch inspector I am getting this error : ""Could Not Launch Appium Inspector"" any idea about this? appium version 1.5.3 and in Device dropdown it's not showing any connected real device..","The sentence """""" I am getting this error : Could Not Launch Appium Inspector """""" uses <pattern>getting this error</pattern> to indicate that there is something wrong with ""launching Appium Inspector"". The answer is YES.",0,0,1
typescript,"I'm working on converting some code to TypeScript, and having some problems. I think I've managed to find a minimal reproducer: . It seems like this syntax should be legal, but it isn't. Am I missing something? Oh wait, I think I found an issue that explains this ( ). Still not entirely sure I understand why I need an explicit cast, though","The sentence """""" I'm working on converting some code to TypeScript, and having some problems. """""" uses <pattern>having some problems</pattern> to indicate that there is something wrong with ""converting some code to TypeScript"". The answer is YES.",0,0,1
appium,Are there any current works or talks about implementing backdoors for Appium using XCUITest and/or UIAutomator2?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hello. I just ported my testing servers from linux/window to OSX (mac), and I'm having issues with auto GrantPermissions(more details: ). Any help/pointers would be greatly appreciated. Thanks in advance :) Afaik appium runs through xcode for iOS devices, so you have to run the tests on a mac.","The sentence """""" I'm having issues with auto GrantPermissions """""" uses <pattern>having issues with sth</pattern> to indicate that there is something wrong with ""auto GrantPermissions"". The answer is YES.",0,0,1
appium,"Hi, I have an issue in launching the app in a simulator. I'm using xcode 8 and appium 1.6.1 . Following is the issue I get in appium Enqueue Failure: UI Testing Failure - App accessibility isn't loaded. Can someone help me with it","The sentence """""" I have an issue in launching the app in a simulator. """""" uses <pattern>have an issue in VBG</pattern> to indicate that there is something wrong with ""launching the app in a simulator"". The answer is YES.",0,0,1
nodejs,"So here is my question concerning Heroku, I managed to get working locally but it won't build on the heroku server, I'm getting this error :Error on fetch for app/main.js, any ideas ?","The sentence """""" I'm getting this error :Error on fetch for app/main.js """""" uses <pattern>getting this error</pattern> to indicate that there is something wrong with ""fetch for app/main.js"". The answer is YES.",0,0,1
deeplearning4j,"I'm looking for a computer game that:is written in Java. has a nice BOT-ing API (get health, weapon info, visible world, ...)==> basically something that would be fun to test ND4J deep reinforcement learning algorithms onAny suggestions ? agibsonccc: : is complete bindings? I thought this was work in progress",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"Someone is puncutating sentences like this. Despite repeated explanation of how it works. I'm trying to resist asking them if they're trolling. Not sure what to do . When I asked Github to moderate on someone talking about ""forced diversity"", they said they'd monitor the account, but to ask Gitter moderators to look since they're closer to the issue I suspect they are trolling. Any advice ? I wonder if they're using a right-to-left device or something.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
docker,I can't uninstall docker.io from my WSL I have tried all sorts Considering uninstalling WSL and starting over Anyone else have this? I used Linux brew to install docker I think not sure about docker.io,"The sentence """""" I can't uninstall docker.io from my WSL """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""uninstall docker.io"". The answer is YES.",0,0,1
appium,has anyone tried to automate actions on the SKStoreReviewController dialog in ios 11+? I can't find the elements in the appium desktop inspector tree,"The sentence """""" I can't find the elements in the appium desktop inspector tree """""" uses <pattern>can't VB(find)</pattern> to indicate that there is something wrong with ""finding the elements"". The answer is YES.",0,0,1
appium,"hi everyon! i am facing the below error while executing testcases on browserstack with webdriverio : i guess its related to appium - Appium error: An unknown server-side error occurred while processing the command. Original error: Could not proxy. Proxy error: Could not proxy command to remote server. Original error: 404 - ""unknown command"" this is occuring when i take screenshot () by webdriverio","The sentence """""" i am facing the below error while executing testcases on browserstack with webdriverio : i guess its related to appium - Appium error: An unknown server-side error occurred while processing the command. """""" uses <pattern>facing the error</pattern> to indicate that there is something wrong with ""executing testcases on browserstack with webdriverio"". The answer is YES.",0,0,1
appium,Hi. i m newbe.. Appium is not supported python 3.x?,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
appium,Hi guys.. Do you know of any guide or tutorial on iOS UIAutomation? I can't seem to find anything with more details about it. THanks!,"The sentence """""" I can't seem to find anything with more details about it. """""" uses <pattern>can't seem to VB</pattern> to indicate that there is something wrong with ""finding detailed information"". The answer is YES.",0,0,1
appium,"The one of your app Hello all, I would like to know if there's a way to mock the camera to test barcodes, but without using the real camera ?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"If I want to add two layers with parameters that define them, but I'm looking to save code not re-use weights, is there anything wrong with defining a single instance of the class and passing it to .addLayer multiple times?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
gitter,"Hello Gitter Team- I have just created a new community name ""goresty"" for . I would like to change my Gitter username to ""go_resty"" or ""go-resty"". Please help out. Thank you.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"I updated my profile pic on gitlab and I see the updated image in the chat pane (the updated one has a purple background) but in the top right (account section) I see the old image still (the old one has an orange background). Has gitter cached the old image? Will it ever update? It's really bugging me. Also when I click my pic in the chat pane, the popup has the old image in it. Anyone else seeing this for me? Where I said gitlab I meant github MadLittleMods: This is what I see, I have tried logging out logging in, deleting and recreating account etc... why thank you ;) I recon it must just be a caching issue, I imagine that it will all sort itself out over time","The sentence """""" I see the old image still (the old one has an orange background). """""" uses <pattern>see the old sth</pattern> to indicate that there is something wrong with ""image"". The answer is YES.",0,0,1
typescript,"If anyone has a moment I'd appreciate it. I'm in the middle of converting from using the typings CLI to npm with@types. This is an angular + typescript + webpack project. if I useimport angular from â€˜angular', angular is an empty object (presumably because TypeScript removes unused imports). If I don't include that, I get error TS2686 related to using UMD globals.","The sentence """""" If I don't include that, I get error TS2686 related to using UMD globals. """""" uses <pattern>get error</pattern> to indicate that there is something wrong with ""not including that"". The answer is YES.",0,0,1
nodejs,"Hello I was wondering if anyone familiar with mysql2, i am trying to get momentjsobjects to work",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"guys , can u please check y its not working ? this is my schema ! the error is cannot read the propertyplayer","The sentence """""" the error is cannot read the property player """""" uses <pattern>cannot read the property</pattern> to indicate that there is something wrong with ""property player"". The answer is YES.",0,0,1
gitter,"Good morning. I cannot start the gitter desktop client on ubuntu 20.4 running kernel 5.8.9-050809-generic, error message is: Too short EDID data: manufacturer id Installed fromgitter_5.0.1_amd64.deb","The sentence """""" I cannot start the gitter desktop client on ubuntu 20.4 running kernel 5.8.9-050809-generic, error message is: Too short EDID data: manufacturer id """""" uses <pattern>cannot VB</pattern> to indicate that there is something wrong with ""start the gitter desktop client"". The answer is YES.",0,0,1
nodejs,"can i share buffer object between javascript and native addon that write by c++? result:native addon output: bbbbbbbbbbaaaaaaaaaaaaaaaajs output: aaaaaaaaaaaaaaaaaaaaaaaaaa. but, globalBuffer not change, why? backsapce: the code can output the right result backsapce: when the js code run in electron, can't get right result;","The sentence """""" when the js code run in electron, can't get right result """""" uses <pattern>can't get right result</pattern> to indicate that there is something wrong with ""js code run in electron"". The answer is YES.",0,0,1
gitter,"Hi guys, I can see some GitHub users having their direct chat under /github-username and github projects under /github-username/github-project-slug but I'm unable to setup this... It's ok for my direct chat, but I can't setup projects (the are not under my username when I create the chat from github, and I can't add a ""/"" in their URL. Any idea?","The sentence """""" but I'm unable to setup this... It's ok for my direct chat, but I can't setup projects """""" uses <pattern>unable to VB</pattern> and <pattern>can't VB</pattern> to indicate that there is something wrong with ""setup projects"". The answer is YES.",0,0,1
deeplearning4j,"This is a question about IntelliJ, but after a lot of googling and still not finding a solution, I hope someone here can help me instead. When I run a program in IntelliJ, it always defaults to -Xmx4G no matter where I change the JVM options in the IDE. Where should I add -Xmx8G to get my wanted effect?","The sentence """""" When I run a program in IntelliJ, it always defaults to -Xmx4G no matter where I change the JVM options in the IDE. """""" uses <pattern>always defaults to sth no matter where</pattern> to indicate that there is something wrong with ""IntelliJ JVM options"". The answer is YES.",0,0,1
deeplearning4j,It seems to work but is there a way to check whether this was really computed by gpu ? According to stack trace output in the begining it works fine :) Thank you guys,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,"michione Hi guys, does anybody know how to build an executable with pyinstaller in a windows docker container? Is it possible to start a windows container in Linux?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"Hello, I have a quick question about Arbiter and the hyper-parameter optimisation. I'm using . There it defines a TestSetAccuracyScoreFunction, so the optimisation is evaluated according to its performance on the test dataset. My question is: Does the optimisation config employ a type of early stopping, so that the candidate is only evaluated after sufficient training and that overfitting is not a factor? Is there a config for combining Arbiter with early stopping conditions?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,I'm getting an error when trying to use a docker-compose file...:ERROR: for mongo Cannot create container for service mongo: invalid volume specification. Anyone have any ideas (the windows path is valid) (using the official mongodb dockerfile),"The sentence """""" I'm getting an error when trying to use a docker-compose file...:ERROR: for mongo Cannot create container for service mongo: invalid volume specification. """""" uses <pattern>getting an error when trying to VB</pattern> to indicate that there is something wrong with ""docker-compose file"". The answer is YES.",0,0,1
appium,"hi , is there any tutorial for robotframework using appiumlibrary?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"Does it make sense to wrap logs with ""``` text"", or maybe there is something with a nice grey so people recognize it's not code more easily?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,Can anyone help me how can I use Google maps API in my node project?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"hey folks, is there anything new on ios/android app logs being accessible in appium? maybe an issue needs to be submitted?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"hello there i m getting error while using RxJava, Retrofit and MoshiConvertor, when i call GET api at that time doen't convert the response object to my DataObject? what should i do?","The sentence """""" i m getting error while using RxJava, Retrofit and MoshiConvertor, when i call GET api at that time doen't convert the response object to my DataObject? """""" uses <pattern>getting error while VBG</pattern> to indicate that there is something wrong with ""using RxJava, Retrofit and MoshiConvertor"". The answer is YES.",0,0,1
deeplearning4j,"Hello. Is there a BLSTM implementation in deeplearning4j? Okay, this follows the same in Graves' Thesis? I also require CTC, is that implemented too?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
deeplearning4j,"hi, I add a histogram iteration listener using the following code: [code]; here is the output of console: dropwizard.yml has an error: Unrecognized field at: template. what should I do? Thanks for your attention.","The sentence """""" dropwizard.yml has an error: Unrecognized field at: template. """""" uses <pattern>has an error</pattern> to indicate that there is something wrong with ""dropwizard.yml"". The answer is YES.",0,0,1
gitter,"Hey team, i've searched the documentation and can't seem to find how to block users from private messaging you. Is this a feature at the moment? He's not spamming in the channels much, it's just he's asking a lot of questions since i helped him with somethings but he's not really trying to solve his own problem and he keeps just dropping the code in that i send but not trying to understand it so it'll break and then he doesnt try to fix it Cool will do, thanks for the advice :D","The sentence """""" can't seem to find how to block users from private messaging you """""" uses <pattern>can't VB(find)</pattern> to indicate that there is something wrong with ""finding how to block users from private messaging"". The answer is YES.",0,0,1
deeplearning4j,"Hi, is there any way of combining columns using datavec? I have a csv file with separate columns for year, month, day etc that I'd like to combine in to a single datatime column. Kind of the opposite of DeriveColumnsFromTimeTransform.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"Hi, i'd like to ask for your help.I've tried to send ETH trough the telegram wallet Monee.Trx ID in Etherscan. telegram I've wrote ""@wallet number sum"" instead of ""wallet number sum"", so it appears that they gone to the wrong wallet. Cause Monee bot take as the users address. Currency have gone and not to my binance wallet. Could you please help me anyhow? Maybe i can connect with the owner of the wallet somehow. Thank you.","The sentence """""" Currency have gone and not to my binance wallet. """""" uses <pattern>not to sth</pattern> to indicate that there is something wrong with ""Currency"". The answer is YES.",0,0,1
deeplearning4j,"when we do ImageTransform on data, it is done before ImageRecordReader resize image or after that?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"Hello , I have a question regarding the compiler and web workers. So in my case I have worker script and has the importScripts in it, what would I need to do to emulate/make it work? Because the compiler throws importScripts is not found/defined.","The sentence """""" the compiler throws importScripts is not found/defined. """""" uses <pattern>throws sth is not found/defined</pattern> to indicate that there is something wrong with ""importScripts"". The answer is YES.",0,0,1
nodejs,Hello someone should please help. I continue receiving this error code while trying to use node.js on command prompt. Could not find files. It like a missing extension,"The sentence """""" I continue receiving this error code while trying to use node.js on command prompt. Could not find files. """""" uses <pattern>could not find</pattern> to indicate that there is something wrong with ""files"". The answer is YES.",0,0,1
docker,"Hi... is there a way to do docker export <img>:<version> | docker import -but filter only the files u want? nevermind, i guess",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,hey my npm install freezes I can't install anything even i re-installed node and npm,"The sentence """""" my npm install freezes I can't install anything """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""npm install"". The answer is YES.",0,0,1
gitter,any idea why if I changed my email in Github I'm still receiving Gitter email notifications to the old address?,"The sentence """""" any idea why if I changed my email in Github I'm still receiving Gitter email notifications to the old address? """""" uses <pattern>still receiving</pattern> to indicate that there is something wrong with ""Gitter email notifications"". The answer is YES.",0,0,1
gitter,"I've started using Gitter when it was still Github only. Now that it's added Gitlab as a log-in option, I'd like to use Gitlab instead, but I don't want to have to add each room I'm part of. Is there a way to add Gitlab login to my current account or migrate from Github login to Gitlab login? nsuchy: alright, will do :)",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Anyone here knows how to clear a stucked transaction in Ether Wallet or from my Ether Wallet? tried with hiogh gas price and gets stuck Qhuesten_twitter:,"The sentence """""" tried with hiogh gas price and gets stuck """""" uses <pattern>gets stuck</pattern> to indicate that there is something wrong with the transaction. The answer is YES.",0,0,1
docker,"Anyone have a solution for encrypting a docker containers mounted volume when I don't have access to change things on the underlying host? Was looking at LUKs but seems that changes the docker engine config and would apply to all containers, i only want to change one. SISheogorath: I think running something from within the container that encrypts the disk would be how i would want to approach it",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"Hi. After recent Windows 2012 Server R2 (KB4025336) update on 13th July, npm build is failing. Has anyone faced this issue? Please help","The sentence """""" npm build is failing """""" uses <pattern>sth is failing</pattern> to indicate that there is something wrong with ""npm build"". The answer is YES.",0,0,1
docker,"Hi All, Cannot find the module 'adm-zip'.., While executing the gulp command getting this error Can anyone please help to resole this","The sentence """""" Cannot find the module 'adm-zip'.., While executing the gulp command getting this error """""" uses <pattern>cannot find</pattern> to indicate that there is something wrong with ""module 'adm-zip'"". The answer is YES.",0,0,1
docker,"hey folks, I am getting started with docker today with Windows containers and can't figure out why loop back isn't working. Apparently it was fixed in the Windows 10 April update, which I have (v 17134.112) but I can only access my containers via ip and not localhost. docker itself is v 18.03.1-ce-win65","The sentence """""" can't figure out why loop back isn't working """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""loop back"". The answer is YES.",0,0,1
deeplearning4j,"Greetings,What might be a reason for ""Cannot do forward pass: inputs not set"" exception from the merge layer (in computational graph)?","The sentence """""" What might be a reason for ""Cannot do forward pass: inputs not set"" exception from the merge layer (in computational graph)? """""" uses <pattern>Cannot do forward pass</pattern> to indicate that there is something wrong with ""inputs not set"". The answer is YES.",0,0,1
typescript,"Hey all :) Fun question... This works fine: But this does not: Is there anything I can do to fix that problem? In my case I have either an array of one type, or an array of the other type... (I'm in the second camp)","The sentence """""" Is there anything I can do to fix that problem? """""" uses <pattern>fix that problem</pattern> to indicate that there is something wrong. The answer is YES.",0,0,1
deeplearning4j,"Hi, I'm also having some problem running the examples. Here's the error: I installed java-1.8.0-openjdk-devel.x86_64 with yum, and I can see the version information when I run java -version.","The sentence """""" I'm also having some problem running the examples. """""" uses <pattern>having some problem VBG</pattern> to indicate that there is something wrong with ""running the examples"". The answer is YES.",0,0,1
ethereum,i want to by some of those ethereum machine but i dont have any idea what i can do with those can somebody explain me this,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
nodejs,"does anyone have any clue if setImmedia behave diffrently in event loop if . I put return in it ? lets say that someAsync, is a generator function and it does smth.. in the end it 'returns' a value",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi Guys, Anyone tried any automation for OCR related tests?(Scan a credit card and see the values on the form in the app) heard that it can be automated using an image from gallery... not really sure",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
